ticker,entry_date,exit_date,entry,exit,result,profit,capital
AAPL,2024-09-20,2024-10-02,227.4,222.24,SL,4.005199999999997,504.0052
AAPL,2024-10-01,2024-10-15,225.42,232.78,TP,6.580800000000014,510.586
AAPL,2024-10-15,2024-10-29,233.03,232.85150146484375,EXP,-1.0499795898437503,509.53602041015625
AAPL,2024-11-25,2024-12-03,232.31,242.03,TP,6.6788,516.2148204101562
AAPL,2024-12-18,2024-12-20,247.45,253.16,TP,6.765600000000012,522.9804204101563
AAPL,2024-12-19,2024-12-20,249.19,245.3,SL,4.251499999999982,527.2319204101562
MSFT,2024-10-29,2024-10-31,429.44,421.5,SL,4.240399999999998,531.4723204101563
MSFT,2024-10-30,2024-10-31,430.01,423.23,SL,4.288399999999979,535.7607204101563
MSFT,2024-12-16,2024-12-18,449.86,442.41,SL,4.363999999999992,540.1247204101563
NVDA,2024-08-22,2024-08-29,123.7,117.18,SL,4.411599999999996,544.5363204101563
NVDA,2024-08-28,2024-09-12,125.57,119.11256408691406,EXP,-1.9686153869628895,542.5677050231934
NVDA,2025-01-02,2025-01-06,138.29,149.05,TP,7.177600000000014,549.7453050231934
NVDA,2025-01-03,2025-01-13,144.45,131.11,SL,4.46939999999999,554.2147050231933
NVDA,2025-01-06,2025-01-13,149.41,131.11,SL,4.489999999999995,558.7047050231934
NVDA,2025-01-07,2025-01-13,140.12,131.11,SL,4.5861999999999945,563.2909050231933
AMD,2024-10-04,2024-10-18,170.9,155.97000122070312,EXP,-3.0901998291015635,560.2007051940917
AMD,2024-10-07,2024-10-21,170.97,157.89999389648438,EXP,-2.8298008544921878,557.3709043395995
AMD,2024-10-08,2024-10-22,172.8,154.08999633789062,EXP,-3.43230047607422,553.9386038635253
AMD,2024-10-09,2024-10-23,171.02,152.91000366210938,EXP,-3.535399487304689,550.4032043762205
AMD,2024-10-10,2024-10-24,164.18,153.44000244140625,EXP,-2.8257995849609387,547.5774047912596
AMD,2024-10-11,2024-10-25,167.89,156.22999572753906,EXP,-2.7490006408691388,544.8284041503905
JPM,2024-10-22,2024-11-04,220.54,216.46,SL,4.467199999999979,549.2956041503904
JPM,2024-11-07,2024-11-15,232.61,241.46,TP,7.230499999999996,556.5261041503904
JPM,2024-11-11,2024-11-22,235.47,243.99,TP,7.3496000000000095,563.8757041503904
JPM,2024-11-13,2024-11-25,237.31,245.4,TP,7.494500000000004,571.3702041503905
JPM,2024-11-14,2024-11-25,238.01,245.86,TP,7.556500000000025,578.9267041503905
JPM,2024-11-25,2024-12-03,246.29,241.09,SL,4.771999999999988,583.6987041503904
JPM,2025-01-13,2025-01-15,241.55,248.1,TP,7.776999999999978,591.4757041503904
JPM,2025-01-14,2025-01-16,244.78,251.44,TP,7.857799999999996,599.3335041503904
JPM,2025-01-15,2025-01-30,249.6,265.3097839355469,EXP,2.7703481445312512,602.1038522949216
JPM,2025-01-16,2025-01-31,251.5,264.389892578125,EXP,1.8357763671875,603.939628662109
BAC,2024-09-19,2024-10-03,40.15,38.56085205078125,EXP,-4.289536254882809,599.6500924072262
BAC,2024-09-20,2024-10-04,39.56,39.40575408935547,EXP,-1.3979544494628966,598.2521379577634
BAC,2024-10-30,2024-11-04,41.57,40.78,SL,4.988199999999994,603.2403379577634
BAC,2024-11-08,2024-11-15,44.34,45.77,TP,8.0376,611.2779379577634
BAC,2025-01-06,2025-01-15,44.85,46.13,TP,8.190400000000007,619.4683379577633
BAC,2025-01-08,2025-01-10,45.65,44.8,SL,5.154000000000011,624.6223379577633
BAC,2025-01-10,2025-01-15,44.56,45.91,TP,8.382499999999961,633.0048379577632
BAC,2025-01-15,2025-01-30,46.53,46.15502166748047,EXP,-1.5287194488525406,631.4761185089108
BAC,2025-01-16,2025-01-31,46.08,45.7401008605957,EXP,-1.5336416488647435,629.942476860046
BAC,2025-01-17,2025-02-03,45.97,45.651187896728516,EXP,-1.513287486267088,628.4291893737789
BAC,2025-01-22,2025-01-28,45.24,46.66,TP,8.414599999999965,636.8437893737788
BAC,2025-01-23,2025-02-06,45.83,47.16268539428711,EXP,1.2522383163452178,638.0960276901241
BAC,2025-01-27,2025-02-10,46.52,46.105621337890625,EXP,-1.5925614868164106,636.5034662033077
BAC,2025-02-06,2025-02-10,47.16,46.29,SL,5.324899999999981,641.8283662033076
GS,2024-07-30,2024-08-05,495.28,431.53,SL,5.375,647.2033662033076
GS,2024-07-31,2024-08-05,498.57,431.53,SL,5.704000000000002,652.9073662033076
GS,2024-08-01,2024-08-05,489.85,431.53,SL,5.415200000000006,658.3225662033076
GS,2024-09-20,2024-10-01,491.08,478.91,SL,5.571799999999978,663.8943662033075
GS,2024-11-25,2024-12-10,594.14,580.88,SL,5.6299999999999955,669.5243662033075
GS,2024-11-26,2024-12-10,596.57,583.26,SL,5.65500000000003,675.1793662033076
GS,2025-01-15,2025-01-23,599.94,637.19,TP,9.057500000000001,684.2368662033076
GS,2025-01-16,2025-01-31,606.94,634.07958984375,EXP,4.699313867187488,688.9361800704951
GS,2025-01-17,2025-02-03,619.76,626.1287841796875,EXP,-0.044682373046873725,688.8914976974482
